probe,gene,chr,s1,s2
221685_s_at,SPDL1,chr5,169010746,169031776
221686_s_at,RECQL5,chr17,73622924,73624954
221687_s_at,MVB12B,chr9,129089147,129269319
221688_s_at,IMP3,chr15,75931438,75932552
221689_s_at,PIGP,chr21,38437676,38444910
221690_s_at,NLRP2,chr19,55477793,55512503
221691_x_at,NPM1,chr5,170814952,170833489
221692_s_at,MRPL34,chr19,17416638,17417578
221693_s_at,MRPS18A,chr6,43639262,43655526
221695_s_at,MAP3K2,chr2,128065041,128096627
221696_s_at,STYK1,chr12,10771781,10826891
221697_at,MAP1LC3C,chr1,242158791,242162375
221698_s_at,CLEC7A,chr12,10269381,10282833
221699_s_at,DDX50,chr10,70661057,70706573
221700_s_at,UBA52,chr19,18682667,18686048
221701_s_at,STRA6,chr15,74471809,74494791
221702_s_at,TM2D3,chr15,102182170,102192569
221703_at,BRIP1,chr17,59759984,59940755
221704_s_at,VPS37B,chr12,123349878,123380651
221705_s_at,SIKE1,chr1,115316116,115323278
221706_s_at,USE1,chr19,17326198,17330638
221707_s_at,VPS53,chr17,435948,618008
221708_s_at,UNC45A,chr15,91478532,91497322
221709_s_at,ZNF839,chr14,102798027,102808704
221710_x_at,EVA1B,chr1,36787635,36788643
221711_s_at,BABAM1,chr19,17378251,17390144
221712_s_at,WDR74,chr11,62600383,62607053
221713_s_at,MAP6D1,chr3,183533714,183543358
221714_s_at,RRN3P1,chr16,21809069,21818263
221715_at,---,---,,
221716_s_at,ACSBG2,chr19,6135650,6193100
221717_at,---,---,,
221718_s_at,AKAP13,chr15,86123564,86228105
221719_s_at,LZTS1,chr8,20107232,20112692
221720_s_at,---,---,,
221721_s_at,LZTS1,chr8,20107232,20112692
221722_x_at,LZTS1,chr8,20107405,20112692
221723_s_at,SLC4A5,chr2,74448593,74542150
221724_s_at,CLEC4A,chr12,8276474,8290883
221725_at,WASF2,chr1,27730733,27816669
221726_at,RPL22,chr1,6245090,6257817
221727_at,SUB1,chr5,32585659,32604185
221728_x_at,XIST,chrX,73040490,73061548
221729_at,COL5A2,chr2,189896621,190044597
221730_at,COL5A2,chr2,189896621,190044597
221731_x_at,VCAN,chr5,82835738,82878121
221732_at,CANT1,chr17,76987797,77006169
221733_s_at,GPATCH4,chr1,156561575,156571302
221734_at,PRRC1,chr5,126853344,126890774
221735_at,WDR48,chr3,39093506,39138155
221736_at,RALGAPB,chr20,37117075,37207652
221737_at,GNA12,chr7,2767742,2883899
221738_at,RALGAPB,chr20,37117075,37207652
221739_at,MYDGF,chr19,4657556,4670419
221740_x_at,LRRC37A2,chr17,44623618,44632835
221741_s_at,YTHDF1,chr20,61826780,61847578
221742_at,CELF1,chr11,47487488,47489442
221743_at,CELF1,chr11,47487488,47489442
221744_at,DCAF7,chr17,61666794,61669907
221745_at,DCAF7,chr17,61666794,61669907
221746_at,UBL4A,chrX,153712058,153714987
221747_at,TNS1,chr2,218664513,218667010
221748_s_at,TNS1,chr2,218664513,218667010
221749_at,YTHDF3,chr8,64100192,64125346
221750_at,HMGCS1,chr5,43289496,43294957
221751_at,PANK3,chr5,167975502,167982423
221752_at,SSH1,chr12,109176201,109198954
221753_at,SSH1,chr12,109176201,109198954
221754_s_at,CORO1B,chr11,67205517,67211175
221755_at,EHBP1L1,chr11,65347562,65360116
221756_at,PIK3IP1,chr22,31677578,31688465
221757_at,PIK3IP1,chr22,31677578,31688465
221758_at,ARMC6,chr19,19144436,19168982
221759_at,G6PC3,chr17,42148124,42153709
221760_at,MAN1A1,chr6,119498373,119670926
221761_at,ADSS,chr1,244571795,244615234
221762_s_at,PCIF1,chr20,44563266,44577315
221763_at,JMJD1C,chr10,64926980,64967801
221764_at,R3HDM4,chr19,896503,913208
221765_at,UGCG,chr9,114695349,114697649
221766_s_at,FAM46A,chr6,82455446,82462491
221767_x_at,HDLBP,chr2,242166701,242169635
221768_at,SFPQ,chr1,35641981,35645390
221769_at,SPSB3,chr16,1826712,1831498
221770_at,RPE,chr2,210867344,210886526
221771_s_at,MPHOSPH8,chr13,20207803,20246638
221772_s_at,PPP2R2D,chr10,133747959,133773333
221773_at,ELK3,chr12,96660976,96663598
221774_x_at,SUPT20H,chr13,37583630,37633812
221775_x_at,RPL22,chr1,6246279,6257817
221776_s_at,BRD7,chr16,50352267,50368770
221777_at,RITA1,chr12,113623381,113630171
221778_at,KDM7A,chr7,139784477,139810984
221779_at,MICALL1,chr22,38301663,39044565
221780_s_at,DDX27,chr20,47835883,47860614
221781_s_at,DNAJC10,chr2,183604842,183643836
221782_at,DNAJC10,chr2,183604842,183643836
221783_at,WIZ,chr19,15532348,15551411
221784_at,WIZ,chr19,15532348,15551411
221785_at,WIZ,chr19,15532348,15551411
221786_at,C6orf120,chr6,170102288,170106451
221787_at,C6orf120,chr6,170102288,170106451
221788_at,PGM3,chr6,83874594,83898519
221789_x_at,RHOT2,chr16,718179,724169
221790_s_at,LDLRAP1,chr1,25870111,25895377
221791_s_at,TMA7,chr3,48481667,48485616
221792_at,RAB6B,chr3,133543082,133546106
221793_at,---,chr19,11309970,11326545
221794_at,DOCK6,chr19,11309970,11326545
221795_at,NTRK2,chr9,87426883,87430617
221796_at,NTRK2,chr9,87426883,87430617
221797_at,OXLD1,chr17,79632065,79633695
221798_x_at,---,chr1,45309558,45310068
221799_at,CHPF2,chr7,150928544,150935908
221800_s_at,FAAP100,chr17,79506916,79519381
221801_x_at,NEFL,chr8,24808609,24814131
221802_s_at,SHTN1,chr10,118644305,118764897
221803_s_at,NRBF2,chr10,64893059,64914784
221804_s_at,FAM45A,chr10,120873616,120897923
221805_at,NEFL,chr8,24808609,24814131
221806_s_at,SETD5,chr3,9506138,9518192
221807_s_at,TRABD,chr22,50624361,50638295
221808_at,RAB9A,chrX,13707280,13727937
221809_at,RANBP10,chr16,67756973,67840444
221810_at,RAB15,chr14,65412531,65415232
221811_at,PGAP3,chr17,37827374,37844286
221812_at,FBXO42,chr1,16573321,16678927
221813_at,FBXO42,chr1,16573321,16678927
221814_at,ADGRA2,chr8,37688239,37702217
221815_at,ABHD2,chr15,89741793,89744322
221816_s_at,PHF11,chr13,50070102,50103112
221817_at,DOLPP1,chr9,131843418,131852714
221818_at,INTS5,chr11,62414322,62417595
221819_at,RAB35,chr12,120532902,120535179
221820_s_at,KAT8,chr16,31128986,31142712
221821_s_at,KANSL2,chr12,49047064,49075980
221822_at,SGF29,chr16,28565029,28615972
221823_at,C5orf30,chr5,102594460,102614361
221824_s_at,MARCH8,chr10,45950033,45952246
221825_at,ANGEL2,chr1,213165523,213189168
221826_at,ANGEL2,chr1,213165523,213189168
221827_at,RBCK1,chr20,388965,391408
221828_s_at,MVB12B,chr9,129089127,129269318
221829_s_at,TNPO1,chr5,72192882,72206464
221830_at,RAP2A,chr13,98086721,98118846
221831_at,LUZP1,chr1,23410522,23414891
221832_s_at,LUZP1,chr1,23410522,23414891
221833_at,LOC100507577,chr16,48388295,48397139
221834_at,LOC100507577,chr16,48388295,48397139
221835_at,DTX3,chr12,57998426,58003269
221836_s_at,TRAPPC9,chr8,140742587,141467854
221837_at,KLHL22,chr22,20795816,20850122
221838_at,KLHL22,chr22,20795816,20850122
221839_s_at,UBAP2,chr9,33921843,33996333
221840_at,PTPRE,chr10,129839137,129884173
221841_s_at,KLF4,chr9,110247134,110250706
221842_s_at,ZNF131,chr5,43122000,43176424
221843_s_at,TLDC1,chr16,84510631,84531718
221844_x_at,SPCS3,chr4,177250759,177253392
221845_s_at,CLPB,chr11,72003344,72145578
221846_s_at,CASKIN2,chr17,73496101,73504366
221847_at,SMIM10L1,chr12,11323787,11325530
221848_at,ZGPAT,chr20,62339437,62367493
221849_s_at,DCAF15,chr19,14063337,14072256
221850_x_at,AGAP11,chr10,51767782,51770259
221851_at,DCAF15,chr19,14063337,14072256
221852_at,---,chr16,16386034,16388657
221853_s_at,LOC101060373,chr16,16386034,16388657
221854_at,PKP1,chr1,201300302,201302117
221855_at,SDHAF1,chr19,36486095,36487213
221856_s_at,FAM63A,chr1,150965685,150978726
221857_s_at,TJAP1,chr6,43445310,43474291
221858_at,TBC1D12,chr10,96162351,96296000
221859_at,SYT13,chr11,45261728,45307870
221860_at,---,chr19,39332732,39333724
221861_at,ARRB1,chr11,74971168,74973510
221862_at,LOC101929060,chr19,301443,336173
221863_at,MIER2,chr19,301443,336173
221864_at,ORAI3,chr16,30960395,30966259
221865_at,C9orf91,chr9,117406255,117408702
221866_at,TFEB,chr6,41651716,41703265
221867_at,N4BP1,chr16,48572638,48574636
221868_at,PAIP2B,chr2,71409867,71454213
221869_at,UCKL1,chr20,62588054,62599309
221870_at,EHD2,chr1,28919026,28920812
221871_s_at,TFG,chr3,100428294,100447702
221872_at,RARRES1,chr3,158414891,158428638
221873_at,ZNF143,chr11,9482558,9550070
221874_at,KIAA1324,chr1,109731739,109749401
221875_x_at,HLA-F,chr6,29691525,29694303
221876_at,ZNF783,chr7,148979111,148982082
221877_at,IRGQ,chr19,44090088,44092031
221878_at,C2orf68,chr2,85832377,85834040
221879_at,CALML4,chr15,68486139,68498498
221880_s_at,FAM174B,chr15,93160674,93162009
221881_s_at,CLIC4,chr1,25071938,25168515
221882_s_at,TMEM8A,chr16,421767,424403
221883_at,PKNOX1,chr21,44452115,44453687
221884_at,MECOM,chr3,168801294,168833223
221885_at,DENND2A,chr7,140216369,140302243
221886_at,DENND2A,chr7,140216369,140302243
221887_s_at,DFNB31,chr9,117164360,117265453
221888_at,CC2D1A,chr19,14020633,14041691
221889_at,KCTD13,chr16,29917659,29937536
221890_at,ZNF335,chr20,44571404,44600807
221891_x_at,HSPA8,chr11,122928200,122928969
221892_at,H6PD,chr1,9328529,9331396
221893_s_at,ADCK2,chr7,140380846,140394908
221894_at,ADCK2,chr7,140380846,140394908
221895_at,MOSPD2,chrX,14936654,14939459
221896_s_at,HIGD1A,chr3,42825798,42835775
221897_at,TRIM52,chr5,180682147,180684399
221898_at,PDPN,chr1,13942935,13944452
221899_at,N4BP2L2,chr13,33100802,33101559
221900_at,COL8A2,chr1,36560839,36565116
221901_at,KIAA1644,chr22,44639549,44692631
221902_at,GPR153,chr1,6307412,6309660
221903_s_at,CYLD,chr16,50775984,50832525
221904_at,FAM131A,chr3,184053806,184064062
221905_at,CYLD,chr16,50775984,50832525
221906_at,TXNRD3,chr3,126325894,126373895
221907_at,TRMT61A,chr14,103995547,104002382
221908_at,RNFT2,chr12,117289253,117291436
221909_at,RNFT2,chr12,117289253,117291436
221910_at,ETV1,chr7,13932319,13935443
221911_at,ETV1,chr7,13932319,13935443
221912_s_at,CCDC28B,chr1,32666003,32670988
221913_at,SIRT3,chr11,215300,236334
221914_at,SYN1,chrX,47431302,47479302
221915_s_at,RANBP1,chr22,20105089,20114918
221916_at,NEFL,chr8,24808470,24809492
221917_s_at,GRSF1,chr4,71691902,71702033
221918_at,CDK17,chr12,96672020,96673090
221919_at,HNRNPA1,chr12,54679698,54680870
221920_s_at,SLC25A37,chr8,23429095,23429717
221921_s_at,CADM3,chr1,159141415,159173588
221922_at,GPSM2,chr1,109472360,109473214
221923_s_at,NPM1,chr5,170832305,170833733
221924_at,ZMIZ2,chr7,44808866,44809638
221925_s_at,CSPP1,chr8,68089915,68108848
221926_s_at,IL17RC,chr3,9958792,9974542
221927_s_at,ABHD11,chr7,73150426,73153116
221928_at,ACACB,chr12,109705561,109706031
221929_at,---,chr8,94745726,94746275
221930_at,PHF7,chr3,52444704,52445263
221931_s_at,SEH1L,chr18,12986863,12987659
221932_s_at,GLRX5,chr14,96010472,96011051
221933_at,NLGN4X,chrX,5808068,6145888
221934_s_at,DALRD3,chr3,49052920,49055984
221935_s_at,EOGT,chr3,69024362,69026800
221936_x_at,MRPL41,chr9,140446421,140447007
221937_at,SYNRG,chr17,35875012,35876457
221938_x_at,MED16,chr19,867962,884998
221939_at,YIPF2,chr19,11032865,11034021
221940_at,RPUSD2,chr15,40861509,40866891
221941_at,PAOX,chr10,135192771,135205197
221942_s_at,GUCY1A3,chr4,156638368,156652730
221943_x_at,RPL38,chr17,72199817,72206019
221944_at,FLJ42627,chr16,2694706,2696670
221945_at,FBXO41,chr2,73481815,73482405
221946_at,C9orf116,chr9,138387027,138392364
221947_at,---,chr3,9974635,9975185
221948_s_at,KLHL22,chr22,20796392,20800914
221949_at,UBE2D4,chr7,43995267,43995733
221950_at,EMX2,chr10,119302355,119309441
221951_at,TMEM80,chr11,700140,704123
221952_x_at,TRMT5,chr14,61438168,61446590
221953_s_at,MMP24-AS1,chr20,33864159,33864929
221954_at,OSER1,chr20,42824582,42825108
221955_at,---,chr19,3094622,3113482
221956_at,LRCH4,chr7,100172282,100175505
221957_at,PDK3,chrX,24549808,24558207
221958_s_at,WLS,chr1,68591040,68698185
221959_at,FAM110B,chr8,58982716,59060309
221960_s_at,RAB2A,chr8,61429772,61504529
221961_at,CLCN7,chr16,1494935,1495377
221962_s_at,UBE2H,chr7,129474622,129592475
221963_x_at,ZNF587B,chr19,58356416,58357579
221964_at,TULP3,chr12,3046847,3050299
221965_at,MPHOSPH9,chr12,123636870,123638063
221966_at,GPR137,chr11,64052287,64056964
221967_at,NXPH4,chr12,57610595,57620230
221968_s_at,ZNF771,chr16,30429523,30429915
221969_at,PAX5,chr9,36833764,36835625
221970_s_at,NOL11,chr17,65733154,65740270
221971_x_at,AGAP4,chr10,47728731,47730246
221972_s_at,SDF4,chr1,1152337,1164104
221973_at,LOC100506076,chr2,97950414,97957632
221974_at,IPW,chr15,25365058,25365573
221975_s_at,C21orf2,chr21,45751771,45759086
221976_s_at,LOC105370929,chr15,83820015,83876290
221977_at,TBX2,chr17,59477717,59481845
221978_at,HLA-F,chr6,29693711,29694301
221979_at,TOPORS-AS1,chr9,32551149,32553005
221980_at,EMILIN2,chr18,2909755,2915991
221981_s_at,WDR59,chr16,74945143,74976717
221982_x_at,PLXNA3,chrX,153706113,153707082
221983_at,FAM134A,chr2,220042976,220048521
221984_s_at,FAM134A,chr2,220042976,220048521
221985_at,KLHL24,chr3,183353410,183398086
221986_s_at,KLHL24,chr3,183353410,183398086
221987_s_at,TSR1,chr17,2226548,2227671
221988_at,SMIM7,chr19,16685732,16758028
221989_at,RPL10,chrX,153626743,153629254
221990_at,PAX8,chr2,113973574,113975132
221991_at,NXPH3,chr17,47655956,47661189
221992_at,NPIPB15,chr16,74424515,74426012
221993_s_at,TSR3,chr16,1400203,1401765
221994_at,PDLIM5,chr4,95373112,95509369
221995_s_at,---,chr13,21751298,21751901
221996_s_at,CLTB,chr5,175819776,175843295
221997_s_at,MRPL52,chr14,23299300,23303556
221998_s_at,VRK3,chr19,50484889,50498177
221999_at,VRK3,chr19,50484889,50498177
222000_at,C1orf174,chr1,3805696,3806230
222001_x_at,LINC00623,chr1,144300511,144340754
222002_at,C7orf26,chr7,6629903,6639849
222003_s_at,DOCK6,chr19,11313150,11319664
222004_s_at,---,chr19,11313150,11319664
222005_s_at,GNG3,chr11,62475132,62476678
222006_at,LETM1,chr4,1813205,1813866
222007_s_at,FKBP8,chr19,18650242,18654364
222008_at,COL9A1,chr6,70925735,71012786
222009_at,CEMP1,chr16,2579593,2580475
222010_at,TCP1,chr6,160199530,160200132
222011_s_at,TCP1,chr6,160199530,160200132
222012_at,DCAF15,chr19,14071149,14072229
222013_x_at,EEF2KMT,chr16,5134304,5134779
222014_x_at,MTO1,chr6,74210318,74210824
222015_at,CSNK1E,chr22,38693607,38696030
222016_s_at,ZSCAN31,chr6,28292513,28294578
222017_x_at,LRCH4,chr7,100171657,100173606
222018_at,NACA,chr12,57106214,57107684
222019_at,PFDN6,chr6,33257546,33258709
222020_s_at,NTM,chr11,132081661,132205736
222021_x_at,SDHAP1,chr3,195408106,195413131
222022_at,DTX3,chr12,58001250,58003070
222023_at,AKAP13,chr15,86285225,86287180
222024_s_at,AKAP13,chr15,86285225,86287180
222025_s_at,OPLAH,chr8,145106167,145109992
222026_at,RBM3,chrX,48438925,48439552
222027_at,NUCKS1,---,,
222028_at,ZNF45,chr19,44416791,44417360
222029_x_at,PFDN6,chr6,33257547,33258709
222030_at,SIVA1,chr14,105225431,105225994
222031_at,LOC101930105,chrX,3735570,3736690
222032_s_at,USP7,chr16,8985953,8986465
222033_s_at,FLT1,chr13,28874483,28874953
222034_at,GNB2L1,chr5,180663928,180664415
222035_s_at,PAPOLA,chr14,96986391,96998159
222036_s_at,MCM4,chr8,48889730,48890717
222037_at,MCM4,chr8,48889730,48890717
222038_s_at,UTP18,chr17,49338113,49346265
222039_at,KIF18B,chr17,43001815,43002597
222040_at,HNRNPA1,chr12,54680412,54680870
222041_at,DPH1,chr17,1946663,1947191
222042_x_at,MEX3D,chr19,1555456,1555813
222043_at,CLU,chr8,27455243,27457396
222044_at,PCIF1,chr20,44563316,44566611
222045_s_at,PCIF1,chr20,44563316,44566611
222046_at,SRRT,chr7,100485343,100486285
222047_s_at,SRRT,chr7,100485343,100486285
222048_at,CRYBB2P1,chr22,25855425,25857635
222049_s_at,RBP4,chr10,95351592,95360804
222050_at,---,chr17,7496357,7497737
222051_s_at,---,chr8,86089717,86126135
222052_at,C19orf54,chr19,41246765,41247572
222053_at,TAF6L,chr11,62553794,62554305
222054_at,PPIEL,chr1,39987952,40011531
222055_at,FAHD2A,chr2,96071126,96078879
222056_s_at,FAHD2A,chr2,96071126,96078879
222057_at,NOL12,chr22,38089050,38089479
222058_at,RNF130,chr5,179382479,179383844
222059_at,ZNF335,chr20,44599915,44600432
222060_at,KRT8P12,chr3,160285690,160287260
222061_at,CD58,chr1,117057046,117058664
222062_at,IL27RA,---,,
222063_s_at,CDS1,chr4,85504397,85530669
222064_s_at,AARSD1,chr17,41102544,41123700
222065_s_at,FLII,chr17,18148563,18149243
222066_at,LOC105372602,chr20,34807509,34818265
222067_x_at,HIST1H2BD,chr6,26158373,26158869
222068_s_at,DNAAF1,chr16,84209647,84211523
222069_s_at,---,chr14,93154386,93154917
222070_at,DND1,chr17,44336418,44336875
222071_s_at,SLCO4C1,chr5,101569693,101571394
222072_at,ADD3-AS1,chr10,111705327,111705875
222073_at,COL4A3,chr2,228177181,228177932
222074_at,UROD,chr1,45480219,45481245
222075_s_at,OAZ3,chr1,151739637,151743805
222076_at,HBEGF,chr5,139722340,139726124
222077_s_at,RACGAP1,chr12,50382946,50383586
222078_at,PKLR,chr1,155259054,155259549
222079_at,ERG,chr21,39751948,39752430
222080_s_at,SIRT5,chr6,13614586,13615390
222081_at,SIRT5,chr6,13614586,13615390
222082_at,ZBTB7A,chr19,4048025,4048499
222083_at,GLYAT,chr11,58477139,58499486
222084_s_at,SBF1,chr22,50898972,50900136
222085_at,LOC105370977,chr15,93160682,93161550
222086_s_at,WNT6,chr2,219738442,219738951
222087_at,PVT1,chr8,129008282,129008899
222088_s_at,SLC2A14,chr12,7965107,7965839
222089_s_at,C16orf71,chr16,4798722,4799397
222090_at,NDUFB2-AS1,chr7,140395569,140396030
222091_at,HPCAL4,chr1,40144319,40146729
222092_at,PTPN21,chr14,88983555,89021077
222093_s_at,INO80B,chr2,74682967,74685071
222094_at,LOC105369236,chr16,29468627,29469538
222095_s_at,FAM163A,chr1,179784840,179785326
222096_x_at,LOC105376064,chr9,45777286,45781932
222097_at,---,chr19,59075619,59076254
222098_s_at,---,chr19,59075619,59076254
222099_s_at,LSM14A,chr19,34706074,34720419
222100_at,---,chr10,135340873,135351348
222101_s_at,DCHS1,chr11,6642560,6642732
222102_at,GSTA3,chr6,52761443,52770653
222103_at,ATF1,chr12,51157860,51214943
222104_x_at,GTF2H3,chr12,124118337,124146165
222105_s_at,NKIRAS2,chr17,40172099,40177657
222106_at,PRND,chr20,4705143,4709106
222107_x_at,LZTS1,chr8,20106368,20112692
222108_at,AMIGO2,chr12,47470255,47472785
222109_at,GNL3L,chrX,54587373,54590221
222110_at,SENP5,chr3,196612515,196659583
222111_at,FAM63B,chr15,59149637,59152777
222112_at,EPS15L1,chr19,16472189,16582787
222113_s_at,EPS15L1,chr19,16472189,16582787
222114_x_at,WDR55,chr5,140044437,140051135
222115_x_at,GLYR1,chr16,4854934,4896211
222116_s_at,TBC1D16,chr17,77909426,77916002
222117_s_at,ADCK2,chr7,140372695,140395744
222118_at,CENPN,chr16,81040102,81062942
222119_s_at,FBXO11,chr2,48034061,48046160
222120_at,ZNF764,chr16,30564770,30567218
222121_at,ARHGEF26,chr3,153847441,153974656
222122_s_at,THOC2,chrX,122513468,122866897
222123_s_at,HIF3A,chr19,46843961,46846428
222124_at,HIF3A,chr19,46843961,46846428
222125_s_at,P4HTM,chr3,49028197,49044547
222126_at,AGFG2,chr7,100146444,100163613
222127_s_at,EXOC1,chr4,56748892,56771173
222128_at,LOC105376439,chr10,18828122,18837166
222129_at,FAM134A,chr2,220048421,220050201
222130_s_at,FTSJ2,chr7,2274168,2281792
222131_x_at,RHOT2,chr16,722402,724132
222132_s_at,AGK,chr7,141255251,141353700
222133_s_at,PHF20L1,chr8,133787643,133837585
222134_at,DDO,chr6,110712973,110736765
222135_at,ZNF814,chr19,58362409,58400861
222136_x_at,ZNF43,chr19,21987753,21990195
222137_at,CC2D1A,chr19,14024030,14038596
222138_s_at,WDR13,chrX,48455901,48463504
222139_at,ERV3-2,---,,
222140_s_at,GPR89A,chr1,147400505,147465571
222141_at,KLHL22,chr22,20800068,20802325
222142_at,CYLD,chr16,50783873,50821659
222143_s_at,MTMR14,chr3,9701324,9744069
222144_at,KIF17,chr1,20990508,21031349
222145_at,---,chr16,29398878,29746914
222146_s_at,TCF4,chr18,52895059,52897726
222147_s_at,ACTR5,chr20,37377121,37400459
222148_s_at,RHOT1,chr17,30510218,30552527
222149_x_at,GOLGA8CP,chr15,28634631,28637164
222150_s_at,GSAP,chr7,76940073,76984947
222151_s_at,CEP63,chr3,134204632,134293853
222152_at,PDCD6,chr5,274872,279898
222153_at,MYEF2,chr15,48428953,48470550
222154_s_at,SPATS2L,chr2,201171064,201343252
222155_s_at,SLC52A2,chr8,145582224,145584930
222156_x_at,CCPG1,chr15,55647842,55700514
222157_s_at,WDR48,chr3,39105093,39136816
222158_s_at,DESI2,chr1,244816457,244869241
222159_at,---,chr1,208258430,208260781
222160_at,AKAP8L,chr19,15511220,15512087
222161_at,NAALAD2,chr11,89867881,89925665
222162_s_at,ADAMTS1,chr21,28208732,28214030
222163_s_at,SPATA5L1,chr15,45694572,45713535
222164_at,FGFR1,chr8,38291864,38293182
222165_x_at,C9orf16,chr9,130923366,130926202
222166_at,C9orf16,chr9,130923366,130926202
222167_at,---,chr3,110816314,110817791
222168_at,---,chr15,101449472,101453357
222169_x_at,SH2D3A,chr19,6757340,6764591
222170_at,ZNF213-AS1,chr16,2538801,3184883
222171_s_at,PKNOX2,chr11,125295563,125303283
222172_at,NPAS3,chr14,33404108,34150248
222173_s_at,TBC1D2,chr9,100961320,101017493
222174_at,---,chr14,65517625,65520344
222175_s_at,MED15,chr22,20936187,20941904
222176_at,---,chr10,89706924,89710572
222177_s_at,SCAND2P,chr15,85174708,85182871
222178_s_at,---,chr6,44397471,44402160
222179_at,CDC5L,chr6,44397471,44402160
222180_at,---,chr18,738057,739662
222181_at,CNOT2,chr12,70637210,70747872
222182_s_at,CNOT2,chr12,70637210,70747872
222183_x_at,MBD3,chr19,1573594,1575045
222184_at,---,chr8,12028015,12029131
222185_at,PKNOX2,chr11,125295563,125303283
222186_at,---,chr15,80424120,80424976
222187_x_at,G3BP1,chr5,151151669,151157559
222188_at,TRMO,chr9,100666815,100674753
222189_at,---,chr11,46417963,46615571
222190_s_at,C16orf58,chr16,31500797,31508258
222191_s_at,B4GALT7,chr5,177033228,177037267
222192_s_at,LDAH,chr2,20884171,21001227
222193_at,LDAH,chr2,20884171,21001227
222194_at,FAM66D,chr8,11973729,12037657
222195_s_at,TRMO,chr9,100666815,100674753
222196_at,LOC389906,chrX,3809490,3820041
222197_s_at,---,chr17,42980337,42982187
222198_at,---,chr8,41685683,41687476
222199_s_at,BIN3,chr8,22478224,22526626
222200_s_at,BSDC1,chr1,32830706,32860041
222201_s_at,CASP8AP2,chr6,90572736,90584148
222202_at,---,chr1,120074516,120078062
222203_s_at,NT5C1B-RDH14,chr2,18735990,18737915
222204_s_at,RRN3,chr16,15153892,15154810
222205_x_at,FAM182B,chr20,25754649,25755950
222206_s_at,NCLN,chr19,3207195,3209569
222207_x_at,---,chr7,74909768,74911195
222208_s_at,POLR2J4,chr7,72497631,72527117
222209_s_at,TMEM135,chr11,86748991,87033995
222210_at,TMEM94,chr17,73496147,73499494
222211_x_at,SCAND2P,chr15,85174708,85184524
222212_s_at,CERS2,chr1,150937738,150947319
222213_x_at,---,chr8,91434572,91435690
222214_at,---,chr17,29065199,29067280
222215_at,SLC38A7,chr16,58705475,58718085
222216_s_at,MRPL17,chr11,6703163,6704537
222217_s_at,SLC27A3,chr1,153749071,153752632
222218_s_at,PILRA,chr7,99971150,99997651
222219_s_at,TLE6,chr19,2976852,2995002
222220_s_at,TSNAXIP1,chr16,67841062,67861965
222221_x_at,EHD1,chr11,64620207,64645987
222222_s_at,HOMER3,chr19,19040251,19049791
222223_s_at,IL36RN,chr2,113816242,113821966
222224_at,NACA2,chr17,59667893,59668541
222225_at,RPL23AP53,chr1,465234,471149
222226_at,SAA3P,chr11,18134163,18137646
222227_at,---,chr18,74561154,74593438
222228_s_at,ALKBH4,chr7,102097294,102105310
222229_x_at,---,chrY,5661340,5661778
222230_s_at,ACTR10,chr14,58674667,58701519
222231_s_at,LRRC59,chr17,48458599,48474914
222233_s_at,DCLRE1C,chr10,14950186,14996030
222234_s_at,DBNDD1,chr16,90071280,90085787
222235_s_at,CSGALNACT2,chrX,105570761,105572820
222236_s_at,ASAP3,chr1,23755059,23765705
222237_s_at,ZNF112,chr19,44830709,44847456
222238_s_at,POLM,chr7,44111860,44122113
222239_s_at,INTS6,chr13,51939641,51956199
222240_s_at,ISYNA1,chr19,18545631,18548119
222241_at,MVB12B,chr9,129243091,129269316
222242_s_at,KLK5,chr19,51446886,51455889
222243_s_at,TOB2,chr22,41829501,41842786
222244_s_at,TUG1,chr22,31367352,31372049
222245_s_at,FER1L4,chr20,34146509,34152442
222246_at,---,chr1,109341187,109342207
222247_at,---,chr20,47838344,47915435
222248_s_at,SIRT4,chr12,120741364,120750839
222249_at,---,chr2,91732944,91737970
222250_s_at,INTS7,chr1,212114697,212208862
222251_s_at,GMEB2,chr20,62218958,62236256
222252_x_at,UBQLN4,chr1,156018392,156023522
222253_s_at,POM121L9P,chr22,24647549,24661060
222254_at,COX6CP2,chr20,49096303,49096528
222255_at,PRX,chr19,40899672,40910195
222256_s_at,JMJD7,chr15,42120310,42129778
222257_s_at,ACE2,chrX,15579159,15584410
222258_s_at,SH3BP4,chr2,235949632,235964290
222259_s_at,SPO11,chr20,55904814,55919050
222260_at,---,chr16,2647881,2649719
222261_at,TLDC1,chr16,84511655,84516250
222262_s_at,ETNK1,chr12,22778125,22838155
222263_at,SLC35E1,chr19,16663234,16666211
222264_at,HNRNPUL2,chr11,62482626,62491456
222265_at,TNS4,chr17,38632859,38640978
222266_at,---,chr19,30504074,30504998
222267_at,TMEM209,chr7,129805491,129832544
222268_x_at,MUC5B,chr11,1265339,1266086
222269_at,APOOL,chrX,84301450,84342947
222270_at,PPP4R3B,chr2,55841126,55842183
222271_at,LOC105371267,chr16,53076991,53077596
222272_x_at,SCIN,chr7,12680011,12692745
222273_at,PAPOLG,chr2,61027572,61029221
222274_at,ZDHHC8P1,chr22,20139093,20139901
222275_at,MRPS30,chr5,44819850,44820530
222276_at,METTL2B,chr17,60530044,60530746
222277_at,C1QTNF9B-AS1,chr13,24463025,24466242
222278_at,LOC101929726,chr6,44185596,44185973
222279_at,HLA-F-AS1,chr6,29694377,29716772
